"area_code","area_type","area_name","year","period","indicator","quintile","measure","value","upper_confidence_interval","lower_confidence_interval","label_inequality","data_source"
"S12000010","Council area","East Lothian",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",21.1,21.6,20.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",18.1,18.6,17.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",15.3,15.7,14.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",13.3,13.8,12.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",17.3,17.6,17.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.6,0.8,0.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",10.2,13.3,7.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",23.1,38.5,20.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",21,22.4,19.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",21.5,22,21.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",18.7,19.3,18.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",16.3,16.7,15.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",14.2,14.7,13.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",18,18.3,17.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.5,0.7,0.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",9.5,12,7.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",21.5,33.2,19.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",20.7,22.1,19.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",22.2,22.7,21.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",19.3,19.8,18.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",16.3,16.7,15.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",14.4,15,13.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",18.4,18.6,18.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.5,0.8,0.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",10.1,13.8,6.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",21.5,37.6,17.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",20.9,21.9,19.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",21.6,22,21.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",18.5,19,18.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",15.8,16.3,15.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",15,15.5,14.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",18.4,18.6,18.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.5,0.7,0.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",9.1,13.2,5,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",18.1,35.9,13.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",21.7,22.7,20.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",22.1,22.6,21.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",19,19.5,18.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",16.1,16.5,15.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",15.1,15.6,14.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",18.7,19,18.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.5,0.7,0.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",9.8,13.8,5.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",19.4,36.8,15.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",22.5,23.6,21.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",22.4,22.8,21.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",19,19.5,18.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",16.2,16.6,15.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",15.2,15.7,14.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",18.9,19.1,18.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.5,0.7,0.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",10.2,13.7,6.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",19.5,36.2,17.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",23.4,24.4,22.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",22,22.5,21.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",19.1,19.6,18.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",15.8,16.2,15.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",14.8,15.3,14.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",18.6,18.9,18.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.6,0.7,0.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",10.7,13.6,7.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",20.4,36.5,20.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",24,25.1,22.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",23,23.5,22.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",20.1,20.6,19.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",16.4,16.8,15.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",15.4,15.9,14.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",19.4,19.6,19.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.6,0.8,0.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",11.2,14.7,7.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",20.3,37.9,19.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",22.5,23.5,21.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",23,23.4,22.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",20.5,20.9,20,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",16.9,17.4,16.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",16.8,17.3,16.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",19.8,20,19.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.5,0.7,0.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",9.1,14,4.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",15.2,35.4,10.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",22.5,23.6,21.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",23,23.5,22.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",20.6,21.1,20.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",17.7,18.1,17.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",17.5,18,16.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",20.1,20.4,19.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.4,0.6,0.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",8,12.3,3.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000010","Council area","East Lothian",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",13.2,30.6,9.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",22.7,23.7,21.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",20.3,21.1,19.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",18.8,19.6,18,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",15,15.6,14.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",13.5,13.8,13.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",15.5,15.8,15.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.7,1.2,0.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",11,18.4,3.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",13.1,59.3,11.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",22.9,23.9,21.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",20.3,21.2,19.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",19.5,20.2,18.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",15.6,16.2,15,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",13.8,14.1,13.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",15.9,16.1,15.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.7,1.1,0.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",11.1,17.9,4.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",13,56.4,13.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",23.7,24.8,22.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",20.7,21.5,19.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",19.9,20.6,19.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",15.9,16.5,15.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",14.1,14.4,13.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",16.2,16.4,16,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.7,1.2,0.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",11.3,18.7,3.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",12.9,57.8,11.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",23.4,24.4,22.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",21.6,22.5,20.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",20,20.9,19.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",15.8,16.3,15.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",14.2,14.5,13.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",16.4,16.6,16.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.7,1.2,0.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",11,19.3,2.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",13.2,59,8.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",24.5,25.5,23.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",21.9,22.8,21.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",20.3,21.2,19.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",15.7,16.3,15.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",14.7,15,14.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",16.7,17,16.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.6,1.2,0,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",10.8,20.9,0.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",12.1,62.4,2,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",25.4,26.5,24.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",22,22.8,21.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",20.7,21.6,19.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",15.9,16.4,15.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",14.7,15,14.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000011","Council area","East Renfrewshire",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",16.9,17.1,16.6,"People","Public Health Scotland (Prescribing Information System)"
